map,N,R,Wc,PR,polyeff,dWc_dN,dWc_dR,dPR_dN,dPR_dR,dpe_dN,dpe_dR
HPC,0.15,2.2,2.6034,1.11174,0.20857281235730427,17.356,0.29100000000000176,0.8115999999999999,-0.08144999999999988,1.3904854157153619,-0.04286255178321108
HPC,0.15,2.63,2.711625,1.0702934999999998,0.16893562732344583,18.0775,0.21750000000000042,0.5352900000000005,-0.10754999999999981,1.126237515489639,-0.15145440414155095
HPC,0.15,3.0,2.7876,1.0292999999999999,0.10040872446841105,18.584,0.19499999999999743,0.262,-0.11354999999999994,0.6693914964560737,-0.2138982707548554
HPC,0.15,3.5,2.801538,1.01115,0.050204362234205525,18.67692,0.027875999999999835,0.14100000000000001,-0.0363,0.3346957482280368,-0.10040872446841105
HPC,0.35,0.5,2.54345,1.4559459000000001,0.25782937370553544,7.267,5.0869,1.331274,-0.01153180000000007,0.7366553534443869,0.5156587474110709
HPC,0.35,1.1,5.1834999999999996,1.43982,0.518703455259631,14.81,0.9660000000000017,1.2852000000000001,-0.10360000000000102,1.4820098721703745,0.030447078485602394
HPC,0.35,1.75,5.751374999999999,1.35393,0.5193607479475765,16.432499999999997,0.7945000000000035,1.0398,-0.1554000000000003,1.48388785127879,-0.028375824639885704
HPC,0.35,2.2,6.0746,1.27406,0.48666989550037665,17.356,0.6790000000000042,0.8115999999999999,-0.19004999999999972,1.3904854157153619,-0.10001262082749252
HPC,0.35,2.63,6.327125,1.1773515,0.3941831304213736,18.0775,0.507500000000001,0.5352900000000005,-0.25094999999999956,1.126237515489639,-0.3533936096636189
HPC,0.35,3.0,6.5043999999999995,1.0817,0.23428702375962576,18.584,0.454999999999994,0.262,-0.26494999999999985,0.6693914964560737,-0.4990959650946626
HPC,0.35,3.5,6.536922,1.03935,0.11714351187981288,18.67692,0.06504399999999962,0.14100000000000001,-0.0847,0.3346957482280368,-0.23428702375962576
